Data Set 1:Time(s),Data Set 1:Force G(N),Data Set 2:Time(s),Data Set 2:Force G(N),Data Set 3:Time(s),Data Set 3:Force G(N)
0,0.0062255859375,0,0.01245880126953125,0,0.00623321533203125
0.02,0.01038360595703125,0.02,0.0062255859375,0.02,-0.004150390625
0.040000000000000001,0.00830841064453125,0.040000000000000001,0.01038360595703125,0.040000000000000001,0
0.059999999999999998,0.01453399658203125,0.059999999999999998,0.0062255859375,0.059999999999999998,0.00830841064453125
0.080000000000000002,0.01245880126953125,0.080000000000000002,-0.00623321533203125,0.080000000000000002,0.0020751953125
0.10000000000000001,0.0166168212890625,0.10000000000000001,0.00830841064453125,0.10000000000000001,0.00623321533203125
0.12,0.0207672119140625,0.12,0.004150390625,0.12,0.00830841064453125
0.14000000000000001,0.00830841064453125,0.14000000000000001,0.0020751953125,0.14000000000000001,0.0020751953125
0.16,0.01038360595703125,0.16,0.004150390625,0.16,0.0020751953125
0.17999999999999999,0.01038360595703125,0.17999999999999999,0.01245880126953125,0.17999999999999999,0
0.20000000000000001,0.01245880126953125,0.20000000000000001,0.00830841064453125,0.20000000000000001,0.00830841064453125
0.22,0.01245880126953125,0.22,0.004150390625,0.22,0.00830841064453125
0.23999999999999999,0.0062255859375,0.23999999999999999,0.01038360595703125,0.23999999999999999,0
0.26000000000000001,0.01038360595703125,0.26000000000000001,0.01038360595703125,0.26000000000000001,0.02285003662109375
0.28000000000000003,0.0166168212890625,0.28000000000000003,0.00830841064453125,0.28000000000000003,0.0519256591796875
0.29999999999999999,0.01038360595703125,0.29999999999999999,0.004150390625,0.29999999999999999,0.09139251708984375
0.32000000000000001,0.00830841064453125,0.32000000000000001,0.004150390625,0.32000000000000001,0.08931732177734375
0.34000000000000002,0.004150390625,0.34000000000000002,-0.00415802001953125,0.34000000000000002,0.07685089111328125
0.35999999999999999,0.0062255859375,0.35999999999999999,0.004150390625,0.35999999999999999,0.0851593017578125
0.38,0.01038360595703125,0.38,0.004150390625,0.38,0.097625732421875
0.40000000000000002,0.01245880126953125,0.40000000000000002,0.01453399658203125,0.40000000000000002,0.095550537109375
0.41999999999999998,0.01038360595703125,0.41999999999999998,0.004150390625,0.41999999999999998,0.10385894775390625
0.44,0.01245880126953125,0.44,0.01038360595703125,0.44,0.1121673583984375
0.46000000000000002,0.00830841064453125,0.46000000000000002,0,0.46000000000000002,0.1163177490234375
0.47999999999999998,0.0062255859375,0.47999999999999998,0.004150390625,0.47999999999999998,0.10800933837890625
0.5,0.004150390625,0.5,0.0062255859375,0.5,0.10800933837890625
0.52000000000000002,0.01245880126953125,0.52000000000000002,0.0062255859375,0.52000000000000002,0.101776123046875
0.54000000000000004,0.01245880126953125,0.54000000000000004,0.0020751953125,0.54000000000000004,0.09346771240234375
0.56000000000000005,0.01038360595703125,0.56000000000000005,0.0062255859375,0.56000000000000005,0.11008453369140625
0.57999999999999996,0.01038360595703125,0.57999999999999996,0.0062255859375,0.57999999999999996,0.12670135498046875
0.59999999999999998,0.004150390625,0.59999999999999998,0.0062255859375,0.59999999999999998,0.1495513916015625
0.62,0.0062255859375,0.62,0.01038360595703125,0.62,0.166168212890625
0.64000000000000001,0.0062255859375,0.64000000000000001,0.0062255859375,0.64000000000000001,0.17240142822265625
0.66000000000000003,0.01038360595703125,0.66000000000000003,0.0020751953125,0.66000000000000003,0.17032623291015625
0.68000000000000005,-0.00208282470703125,0.68000000000000005,0.004150390625,0.68000000000000005,0.164093017578125
0.69999999999999996,0.01245880126953125,0.69999999999999996,0.00830841064453125,0.69999999999999996,0.1329345703125
0.71999999999999997,0.0062255859375,0.71999999999999997,0.004150390625,0.71999999999999997,0.095550537109375
0.73999999999999999,0,0.73999999999999999,0.01245880126953125,0.73999999999999999,0.06439208984375
0.76000000000000001,0.01245880126953125,0.76000000000000001,0.0020751953125,0.76000000000000001,0.035308837890625
0.78000000000000003,0.01245880126953125,0.78000000000000003,-0.00208282470703125,0.78000000000000003,0.0186920166015625
0.80000000000000004,0.0166168212890625,0.80000000000000004,0.0020751953125,0.80000000000000004,0.01038360595703125
0.81999999999999995,0.0062255859375,0.81999999999999995,-0.00415802001953125,0.81999999999999995,0.0186920166015625
0.83999999999999997,0.0062255859375,0.83999999999999997,-0.0103912353515625,0.83999999999999997,0.05400848388671875
0.85999999999999999,0.01038360595703125,0.85999999999999999,-0.00208282470703125,0.85999999999999999,0.09346771240234375
0.88,0.0062255859375,0.88,-0.00830841064453125,0.88,0.12047576904296875
0.90000000000000002,0.00830841064453125,0.90000000000000002,0,0.90000000000000002,0.13709259033203125
0.92000000000000004,0.01245880126953125,0.92000000000000004,-0.00208282470703125,0.92000000000000004,0.1516265869140625
0.93999999999999995,0,0.93999999999999995,-0.00415802001953125,0.93999999999999995,0.1516265869140625
0.95999999999999996,0.00830841064453125,0.95999999999999996,0.004150390625,0.95999999999999996,0.15578460693359375
0.97999999999999998,0.01038360595703125,0.97999999999999998,0,0.97999999999999998,0.15993499755859375
1,0.00830841064453125,1,-0.00415802001953125,1,0.17447662353515625
1.02,0.01245880126953125,1.02,0,1.02,0.18901824951171875
1.04,0.00830841064453125,1.04,0.0020751953125,1.04,0.20147705078125
1.0600000000000001,0.01453399658203125,1.0600000000000001,0.0020751953125,1.0600000000000001,0.20355987548828125
1.0800000000000001,0.0020751953125,1.0800000000000001,0.0062255859375,1.0800000000000001,0.22225189208984375
1.1000000000000001,0.0062255859375,1.1000000000000001,0.0062255859375,1.1000000000000001,0.230560302734375
1.1200000000000001,0.01038360595703125,1.1200000000000001,0.01038360595703125,1.1200000000000001,0.230560302734375
1.1399999999999999,0.01038360595703125,1.1399999999999999,0,1.1399999999999999,0.234710693359375
1.1599999999999999,0.01038360595703125,1.1599999999999999,-0.00208282470703125,1.1599999999999999,0.24301910400390625
1.1799999999999999,0.0020751953125,1.1799999999999999,0.00830841064453125,1.1799999999999999,0.25548553466796875
1.2,0.0062255859375,1.2,0.039459228515625,1.2,0.265869140625
1.22,0.01453399658203125,1.22,0.06023406982421875,1.22,0.28664398193359375
1.24,0.01453399658203125,1.24,0.09139251708984375,1.24,0.2637939453125
1.26,0.01038360595703125,1.26,0.1183929443359375,1.26,0.2451019287109375
1.28,0.00830841064453125,1.28,0.1516265869140625,1.28,0.2492523193359375
1.3,0.01245880126953125,1.3,0.19524383544921875,1.3,0.2637939453125
1.3200000000000001,0.01245880126953125,1.3200000000000001,0.25963592529296875,1.3200000000000001,0.27625274658203125
1.3400000000000001,0.01038360595703125,1.3400000000000001,0.3157196044921875,1.3400000000000001,0.29079437255859375
1.3600000000000001,0.01453399658203125,1.3600000000000001,0.34064483642578125,1.3600000000000001,0.30741119384765625
1.3799999999999999,0.01245880126953125,1.3799999999999999,0.34479522705078125,1.3799999999999999,0.3177947998046875
1.3999999999999999,0.01453399658203125,1.3999999999999999,0.371795654296875,1.3999999999999999,0.33649444580078125
1.4199999999999999,0.01453399658203125,1.4199999999999999,0.42787933349609375,1.4199999999999999,0.3510284423828125
1.4399999999999999,0.00830841064453125,1.4399999999999999,0.4839630126953125,1.4399999999999999,0.35726165771484375
1.46,0.01245880126953125,1.46,0.5171966552734375,1.46,0.363494873046875
1.48,0.01453399658203125,1.48,0.5545806884765625,1.48,0.34064483642578125
1.5,0.01038360595703125,1.5,0.59612274169921875,1.5,0.33441162109375
1.52,0.01245880126953125,1.52,0.64182281494140625,1.52,0.3489532470703125
1.54,0.01245880126953125,1.54,0.67298126220703125,1.54,0.3821868896484375
1.5600000000000001,0.0186920166015625,1.5600000000000001,0.6854400634765625,1.5600000000000001,0.42165374755859375
1.5800000000000001,0.0166168212890625,1.5800000000000001,0.67920684814453125,1.5800000000000001,0.45696258544921875
1.6000000000000001,0.01453399658203125,1.6000000000000001,0.66259002685546875,1.6000000000000001,0.4839630126953125
1.6200000000000001,0.01245880126953125,1.6200000000000001,0.67713165283203125,1.6200000000000001,0.4839630126953125
1.6399999999999999,0.01038360595703125,1.6399999999999999,0.71036529541015625,1.6399999999999999,0.4507293701171875
1.6599999999999999,0.01038360595703125,1.6599999999999999,0.7165985107421875,1.6599999999999999,0.3842620849609375
1.6799999999999999,0.01245880126953125,1.6799999999999999,0.6501312255859375,1.6799999999999999,0.3780364990234375
1.7,0.0020751953125,1.7,0.5379638671875,1.7,0.40503692626953125
1.72,0.0166168212890625,1.72,0.4216461181640625,1.72,0.46112060546875
1.74,0.0020751953125,1.74,0.4216461181640625,1.74,0.52135467529296875
1.76,-0.0103912353515625,1.76,0.504730224609375,1.76,0.56912994384765625
1.78,-0.00623321533203125,1.78,0.5379638671875,1.78,0.5836639404296875
1.8,-0.01869964599609375,1.8,0.500579833984375,1.8,0.5483551025390625
1.8200000000000001,-0.02285003662109375,1.8200000000000001,0.4528045654296875,1.8200000000000001,0.4818878173828125
1.8400000000000001,-0.01869964599609375,1.8400000000000001,0.45903778076171875,1.8400000000000001,0.45696258544921875
1.8600000000000001,-0.033233642578125,1.8600000000000001,0.51096343994140625,1.8600000000000001,0.46942901611328125
1.8799999999999999,-0.03739166259765625,1.8799999999999999,0.60028076171875,1.8799999999999999,0.4839630126953125
1.8999999999999999,-0.0436248779296875,1.8999999999999999,0.7539825439453125,1.8999999999999999,0.49227142333984375
1.9199999999999999,-0.05608367919921875,1.9199999999999999,0.87653350830078125,1.9199999999999999,0.5442047119140625
1.9399999999999999,-0.06024169921875,1.9399999999999999,0.96169281005859375,1.9399999999999999,0.627288818359375
1.96,-0.05608367919921875,1.96,1.0115432739257812,1.96,0.693756103515625
1.98,-0.05608367919921875,1.98,1.0738601684570312,1.98,0.72906494140625
2,-0.05193328857421875,2,1.13201904296875,2,0.78514862060546875
2.02,-0.05193328857421875,2.02,1.163177490234375,2.02,0.85161590576171875
2.04,-0.05400848388671875,2.04,1.1922531127929688,2.04,0.90354156494140625
2.0600000000000001,-0.06024169921875,2.0600000000000001,1.26702880859375,2.0600000000000001,0.93677520751953125
2.0800000000000001,-0.06231689453125,2.0800000000000001,1.362579345703125,2.0800000000000001,0.959625244140625
2.1000000000000001,-0.05608367919921875,2.1000000000000001,1.4622802734375,2.1000000000000001,0.97000885009765625
2.1200000000000001,-0.05608367919921875,2.1200000000000001,1.52874755859375,2.1200000000000001,0.9824676513671875
2.1400000000000001,-0.06439208984375,2.1400000000000001,1.5432815551757812,2.1400000000000001,1.0219345092773438
2.1600000000000001,-0.06439208984375,2.1600000000000001,1.5245895385742188,2.1600000000000001,1.0614013671875
2.1800000000000002,-0.06024169921875,2.1800000000000002,1.5142059326171875,2.1800000000000002,1.0863265991210938
2.2000000000000002,-0.06231689453125,2.2000000000000002,1.5744400024414062,2.2000000000000002,1.12786865234375
2.2200000000000002,-0.06231689453125,2.2200000000000002,1.6886825561523438,2.2200000000000002,1.1901779174804688
2.2400000000000002,-0.06231689453125,2.2400000000000002,1.79461669921875,2.2400000000000002,1.2566452026367188
2.2599999999999998,-0.05608367919921875,2.2599999999999998,1.8839263916015625,2.2599999999999998,1.3106536865234375
2.2799999999999998,-0.06439208984375,2.2799999999999998,1.9794769287109375,2.2799999999999998,1.3563461303710938
2.2999999999999998,-0.06439208984375,2.2999999999999998,2.06463623046875,2.2999999999999998,1.4020462036132812
2.3199999999999998,-0.05193328857421875,2.3199999999999998,2.1394119262695312,2.3199999999999998,1.431121826171875
2.3399999999999999,-0.06439208984375,2.3399999999999999,1.3397293090820312,2.3399999999999999,1.4685134887695312
2.3599999999999999,-0.06024169921875,2.3599999999999999,0.54212188720703125,2.3599999999999999,1.4851303100585938
2.3799999999999999,-0.06439208984375,2.3799999999999999,0.20147705078125,2.3799999999999999,1.4685134887695312
2.3999999999999999,-0.06646728515625,2.3999999999999999,0.06646728515625,2.3999999999999999,1.4373550415039062
2.4199999999999999,-0.05400848388671875,2.4199999999999999,0.0166168212890625,2.4199999999999999,1.4082794189453125
2.4399999999999999,-0.05400848388671875,2.4399999999999999,0.01245880126953125,2.4399999999999999,1.4145050048828125
2.46,-0.05400848388671875,2.46,0,2.46,1.460205078125
2.48,-0.0477752685546875,2.48,-0.00415802001953125,2.48,1.5100555419921875
2.5,-0.0477752685546875,2.5,-0.00623321533203125,2.5,1.5225143432617188
2.52,-0.0457000732421875,2.52,-0.00623321533203125,2.52,1.5038223266601562
2.54,-0.05193328857421875,2.54,-0.0103912353515625,2.54,1.4830551147460938
2.5600000000000001,-0.0498504638671875,2.5600000000000001,-0.0103912353515625,2.5600000000000001,1.4581298828125
2.5800000000000001,-0.0498504638671875,2.5800000000000001,-0.00623321533203125,2.5800000000000001,1.4498214721679688
2.6000000000000001,-0.0457000732421875,2.6000000000000001,-0.00830841064453125,2.6000000000000001,1.4373550415039062
2.6200000000000001,-0.0477752685546875,2.6200000000000001,-0.0103912353515625,2.6200000000000001,1.4332046508789062
2.6400000000000001,-0.0498504638671875,2.6400000000000001,0,2.6400000000000001,1.4332046508789062
2.6600000000000001,-0.0498504638671875,2.6600000000000001,-0.0124664306640625,2.6600000000000001,1.460205078125
2.6800000000000002,-0.05400848388671875,2.6800000000000002,-0.00830841064453125,2.6800000000000002,1.5017471313476562
2.7000000000000002,-0.05400848388671875,2.7000000000000002,-0.00830841064453125,2.7000000000000002,1.52667236328125
2.7200000000000002,-0.05815887451171875,2.7200000000000002,-0.00830841064453125,2.7200000000000002,1.5515975952148438
2.7400000000000002,-0.0498504638671875,2.7400000000000002,-0.0103912353515625,2.7400000000000002,1.5806732177734375
2.7599999999999998,-0.0457000732421875,2.7599999999999998,-0.0145416259765625,2.7599999999999998,1.6429901123046875
2.7799999999999998,-0.0477752685546875,2.7799999999999998,-0.0145416259765625,2.7799999999999998,1.7239990234375
2.7999999999999998,-0.0436248779296875,2.7999999999999998,-0.00830841064453125,2.7999999999999998,1.8507003784179688
2.8199999999999998,-0.0477752685546875,2.8199999999999998,-0.0103912353515625,2.8199999999999998,1.5225143432617188
2.8399999999999999,-0.0457000732421875,2.8399999999999999,-0.00830841064453125,2.8399999999999999,0.666748046875
2.8599999999999999,-0.0498504638671875,2.8599999999999999,0.0020751953125,2.8599999999999999,0.26171875
2.8799999999999999,-0.0436248779296875,2.8799999999999999,-0.00415802001953125,2.8799999999999999,0.099700927734375
2.8999999999999999,-0.0477752685546875,2.8999999999999999,-0.0124664306640625,2.8999999999999999,0.04154205322265625
2.9199999999999999,-0.0457000732421875,2.9199999999999999,-0.0145416259765625,2.9199999999999999,0.02492523193359375
2.9399999999999999,-0.0477752685546875,2.9399999999999999,-0.00415802001953125,2.9399999999999999,0.0186920166015625
2.96,-0.0457000732421875,2.96,-0.00830841064453125,2.96,0.00830841064453125
2.98,-0.03739166259765625,2.98,-0.00623321533203125,2.98,0.0020751953125
3,-0.0436248779296875,3,0.0020751953125,3,0.00830841064453125
3.02,-0.0436248779296875,3.02,0.0020751953125,3.02,0.00415802001953125
3.04,-0.03946685791015625,3.04,0.004150390625,3.04,0.01038360595703125
3.0600000000000001,-0.04154205322265625,3.0600000000000001,0.004150390625,3.0600000000000001,0.0124664306640625
3.0800000000000001,-0.0498504638671875,3.0800000000000001,-0.00208282470703125,3.0800000000000001,0.0124664306640625
3.1000000000000001,-0.0457000732421875,3.1000000000000001,0.0062255859375,3.1000000000000001,0.0186920166015625
3.1200000000000001,-0.05193328857421875,3.1200000000000001,0.004150390625,3.1200000000000001,0.0124664306640625
3.1400000000000001,-0.04154205322265625,3.1400000000000001,0.00830841064453125,3.1400000000000001,0.00415802001953125
3.1600000000000001,-0.0457000732421875,3.1600000000000001,0.00830841064453125,3.1600000000000001,0.00830841064453125
3.1800000000000002,-0.05815887451171875,3.1800000000000002,0.004150390625,3.1800000000000002,0.0145416259765625
3.2000000000000002,-0.0498504638671875,3.2000000000000002,0.0020751953125,3.2000000000000002,0.00623321533203125
3.2200000000000002,-0.05400848388671875,3.2200000000000002,0.004150390625,3.2200000000000002,0.01038360595703125
3.2400000000000002,-0.05608367919921875,3.2400000000000002,0.0020751953125,3.2400000000000002,0.00830841064453125
3.2599999999999998,-0.05193328857421875,3.2599999999999998,0.00830841064453125,3.2599999999999998,0.00830841064453125
3.2799999999999998,-0.0477752685546875,3.2799999999999998,0.0020751953125,3.2799999999999998,0.0145416259765625
3.2999999999999998,-0.05193328857421875,3.2999999999999998,0.004150390625,3.2999999999999998,0.00830841064453125
3.3199999999999998,-0.0436248779296875,3.3199999999999998,0.004150390625,3.3199999999999998,0.00623321533203125
3.3399999999999999,-0.05193328857421875,3.3399999999999999,-0.00208282470703125,3.3399999999999999,0.01038360595703125
3.3599999999999999,-0.05400848388671875,3.3599999999999999,0.0062255859375,3.3599999999999999,0.01038360595703125
3.3799999999999999,-0.05815887451171875,3.3799999999999999,0.0020751953125,3.3799999999999999,0.01038360595703125
3.3999999999999999,-0.05193328857421875,3.3999999999999999,0.0020751953125,3.3999999999999999,0.00830841064453125
3.4199999999999999,-0.0498504638671875,3.4199999999999999,0.0062255859375,3.4199999999999999,0.00415802001953125
3.4399999999999999,-0.0477752685546875,3.4399999999999999,0,3.4399999999999999,0
3.46,-0.05400848388671875,3.46,0.0020751953125,3.46,0.0124664306640625
3.48,-0.05400848388671875,3.48,0.0062255859375,3.48,0.00415802001953125
3.5,-0.05400848388671875,3.5,0.0020751953125,3.5,0.00830841064453125
3.52,-0.031158447265625,3.52,0,3.52,0.00415802001953125
3.54,-0.00208282470703125,3.54,0.004150390625,3.54,0.00415802001953125
3.5600000000000001,-0.00415802001953125,3.5600000000000001,0.0062255859375,3.5600000000000001,0.00830841064453125
3.5800000000000001,0.0020751953125,3.5800000000000001,0.004150390625,3.5800000000000001,0.00623321533203125
3.6000000000000001,0.0186920166015625,3.6000000000000001,0.0062255859375,3.6000000000000001,0.0166168212890625
3.6200000000000001,0.03115081787109375,3.6200000000000001,0.01038360595703125,3.6200000000000001,0.0166168212890625
3.6400000000000001,0.04569244384765625,3.6400000000000001,0.0062255859375,3.6400000000000001,0.0166168212890625
3.6600000000000001,0.06023406982421875,3.6600000000000001,0.0020751953125,3.6600000000000001,0.01038360595703125
3.6800000000000002,0.07061767578125,3.6800000000000002,0.00830841064453125,3.6800000000000002,0.00623321533203125
3.7000000000000002,0.0830841064453125,3.7000000000000002,0.0062255859375,3.7000000000000002,0.00415802001953125
3.7200000000000002,0.11215972900390625,3.7200000000000002,0.004150390625,3.7200000000000002,0.00830841064453125
3.7400000000000002,0.1204681396484375,3.7400000000000002,0,3.7400000000000002,0.00623321533203125
3.7599999999999998,0.13916015625,3.7599999999999998,0.0062255859375,3.7599999999999998,0.01038360595703125
3.7799999999999998,0.1537017822265625,3.7799999999999998,0.00830841064453125,3.7799999999999998,0.00830841064453125
3.7999999999999998,0.170318603515625,3.7999999999999998,0.004150390625,3.7999999999999998,0.00830841064453125
3.8199999999999998,0.168243408203125,3.8199999999999998,-0.00415802001953125,3.8199999999999998,0.00830841064453125
3.8399999999999999,0.1516265869140625,3.8399999999999999,0.00830841064453125,3.8399999999999999,0.0124664306640625
3.8599999999999999,0.13916015625,3.8599999999999999,0.0020751953125,3.8599999999999999,0
3.8799999999999999,0.14124298095703125,3.8799999999999999,-0.00415802001953125,3.8799999999999999,0.00415802001953125
3.8999999999999999,0.16201019287109375,3.8999999999999999,0.0062255859375,3.8999999999999999,0.00830841064453125
3.9199999999999999,0.14331817626953125,3.9199999999999999,0.0062255859375,3.9199999999999999,0.00830841064453125
3.9399999999999999,0.0851593017578125,3.9399999999999999,0.0020751953125,3.9399999999999999,0.01038360595703125
3.96,0.0186920166015625,3.96,0.0020751953125,3.96,0.0124664306640625
3.98,0.00830841064453125,3.98,0,3.98,0.00415802001953125
4,0.0830841064453125,4,-0.00208282470703125,4,0.0020751953125
4.0199999999999996,0.20562744140625,4.0199999999999996,0,4.0199999999999996,0.01038360595703125
4.04,0.28040313720703125,4.04,0.0062255859375,4.04,0.0124664306640625
4.0599999999999996,0.2534027099609375,4.0599999999999996,0,4.0599999999999996,0.00830841064453125
4.0800000000000001,0.18070220947265625,4.0800000000000001,0.00830841064453125,4.0800000000000001,0.00415802001953125
4.0999999999999996,0.11215972900390625,4.0999999999999996,0.0020751953125,4.0999999999999996,0.0020751953125
4.1200000000000001,0.09139251708984375,4.1200000000000001,0.0020751953125,4.1200000000000001,0.00415802001953125
4.1399999999999997,0.09554290771484375,4.1399999999999997,0.0062255859375,4.1399999999999997,0.00830841064453125
4.1600000000000001,0.16201019287109375,4.1600000000000001,0.00830841064453125,4.1600000000000001,0.00830841064453125
4.1799999999999997,0.265869140625,4.1799999999999997,0.0020751953125,4.1799999999999997,0.0020751953125
4.2000000000000002,0.303253173828125,4.2000000000000002,0.00830841064453125,4.2000000000000002,0.00623321533203125
4.2199999999999998,0.2824859619140625,4.2199999999999998,0.00830841064453125,4.2199999999999998,0.00830841064453125
4.2400000000000002,0.25963592529296875,4.2400000000000002,0.0062255859375,4.2400000000000002,0.00623321533203125
4.2599999999999998,0.301177978515625,4.2599999999999998,0,4.2599999999999998,0.00830841064453125
4.2800000000000002,0.37802886962890625,4.2800000000000002,0.00830841064453125,4.2800000000000002,0
4.2999999999999998,0.38010406494140625,4.2999999999999998,0.01453399658203125,4.2999999999999998,0
4.3200000000000003,0.299102783203125,4.3200000000000003,0.0062255859375,4.3200000000000003,0.01038360595703125
4.3399999999999999,0.2201690673828125,4.3399999999999999,0.0062255859375,4.3399999999999999,0.00623321533203125
4.3600000000000003,0.19731903076171875,4.3600000000000003,0.0020751953125,4.3600000000000003,0.00830841064453125
4.3799999999999999,0.2554779052734375,4.3799999999999999,0.0062255859375,4.3799999999999999,0.00623321533203125
4.4000000000000004,0.36348724365234375,4.4000000000000004,0.01038360595703125,4.4000000000000004,0.00623321533203125
4.4199999999999999,0.44242095947265625,4.4199999999999999,0.01038360595703125,4.4199999999999999,0.00623321533203125
4.4400000000000004,0.42995452880859375,4.4400000000000004,0.01453399658203125,4.4400000000000004,0.0020751953125
4.46,0.37802886962890625,4.46,0.00830841064453125,4.46,0.00415802001953125
4.4800000000000004,0.36141204833984375,4.4800000000000004,0.0062255859375,4.4800000000000004,0.00623321533203125
4.5,0.38010406494140625,4.5,0.01453399658203125,4.5,0.0020751953125
4.5199999999999996,0.38010406494140625,4.5199999999999996,0.004150390625,4.5199999999999996,0.00415802001953125
4.54,0.32402801513671875,4.54,0.0062255859375,4.54,0.00415802001953125
4.5599999999999996,0.23055267333984375,4.5599999999999996,0.0062255859375,4.5599999999999996,0.0020751953125
4.5800000000000001,0.1537017822265625,4.5800000000000001,0.01038360595703125,4.5800000000000001,-0.004150390625
4.5999999999999996,0.1869354248046875,4.5999999999999996,0.01038360595703125,4.5999999999999996,0.00623321533203125
4.6200000000000001,0.3177947998046875,4.6200000000000001,0.004150390625,4.6200000000000001,0.00415802001953125
4.6399999999999997,0.39672088623046875,4.6399999999999997,0.0062255859375,4.6399999999999997,0.00623321533203125
4.6600000000000001,0.39672088623046875,4.6600000000000001,-0.00415802001953125,4.6600000000000001,0.01038360595703125
4.6799999999999997,0.32610321044921875,4.6799999999999997,-0.00415802001953125,4.6799999999999997,0.00415802001953125
4.7000000000000002,0.22640228271484375,4.7000000000000002,-0.00208282470703125,4.7000000000000002,0.0145416259765625
4.7199999999999998,0.135009765625,4.7199999999999998,0.0020751953125,4.7199999999999998,0.00830841064453125
4.7400000000000002,0.07892608642578125,4.7400000000000002,0.0062255859375,4.7400000000000002,0.00415802001953125
4.7599999999999998,0.0560760498046875,4.7599999999999998,0.00830841064453125,4.7599999999999998,-0.0020751953125
4.7800000000000002,0.06438446044921875,4.7800000000000002,0.01245880126953125,4.7800000000000002,0.00830841064453125
4.7999999999999998,0.06854248046875,,,4.7999999999999998,0.00830841064453125
4.8200000000000003,0.0560760498046875,,,4.8200000000000003,0.00415802001953125
4.8399999999999999,0.033233642578125,,,4.8399999999999999,0.0020751953125
4.8600000000000003,0.033233642578125,,,4.8600000000000003,0.00415802001953125
4.8799999999999999,0.0207672119140625,,,4.8799999999999999,0.0020751953125
4.9000000000000004,0.01453399658203125,,,4.9000000000000004,0.00830841064453125
4.9199999999999999,0.01453399658203125,,,4.9199999999999999,0.00830841064453125
4.9400000000000004,0.01038360595703125,,,4.9400000000000004,-0.004150390625
4.96,0.02907562255859375,,,4.96,0
4.9800000000000004,0.05815887451171875,,,4.9800000000000004,0.01038360595703125
5,0.0851593017578125,,,5,0.00830841064453125
