Data Set 1:Time(s),Data Set 1:Force G(N),Data Set 2:Time(s),Data Set 2:Force G(N),Data Set 3:Time(s),Data Set 3:Force G(N),Data Set 4:Time(s),Data Set 4:Force G(N),Data Set 5:Time(s),Data Set 5:Force G(N)
0,0.0062255859375,0,0.01245880126953125,0,0.00623321533203125,0,0.01038360595703125,0,0.00623321533203125
0.02,0.01038360595703125,0.02,0.0062255859375,0.02,-0.004150390625,0.02,0.0020751953125,0.02,0.00415802001953125
0.040000000000000001,0.00830841064453125,0.040000000000000001,0.01038360595703125,0.040000000000000001,0,0.040000000000000001,0.00415802001953125,0.040000000000000001,0
0.059999999999999998,0.01453399658203125,0.059999999999999998,0.0062255859375,0.059999999999999998,0.00830841064453125,0.059999999999999998,0.00415802001953125,0.059999999999999998,0.00208282470703125
0.080000000000000002,0.01245880126953125,0.080000000000000002,-0.00623321533203125,0.080000000000000002,0.0020751953125,0.080000000000000002,0.00415802001953125,0.080000000000000002,0.00830841064453125
0.10000000000000001,0.0166168212890625,0.10000000000000001,0.00830841064453125,0.10000000000000001,0.00623321533203125,0.10000000000000001,0.00415802001953125,0.10000000000000001,0.00415802001953125
0.12,0.0207672119140625,0.12,0.004150390625,0.12,0.00830841064453125,0.12,0.00830841064453125,0.12,0.00208282470703125
0.14000000000000001,0.00830841064453125,0.14000000000000001,0.0020751953125,0.14000000000000001,0.0020751953125,0.14000000000000001,0.0124664306640625,0.14000000000000001,0.00415802001953125
0.16,0.01038360595703125,0.16,0.004150390625,0.16,0.0020751953125,0.16,0.01038360595703125,0.16,0.0103912353515625
0.17999999999999999,0.01038360595703125,0.17999999999999999,0.01245880126953125,0.17999999999999999,0,0.17999999999999999,0.0020751953125,0.17999999999999999,0.00623321533203125
0.20000000000000001,0.01245880126953125,0.20000000000000001,0.00830841064453125,0.20000000000000001,0.00830841064453125,0.20000000000000001,0.01038360595703125,0.20000000000000001,0.00208282470703125
0.22,0.01245880126953125,0.22,0.004150390625,0.22,0.00830841064453125,0.22,0.00415802001953125,0.22,0
0.23999999999999999,0.0062255859375,0.23999999999999999,0.01038360595703125,0.23999999999999999,0,0.23999999999999999,0.00623321533203125,0.23999999999999999,0.00415802001953125
0.26000000000000001,0.01038360595703125,0.26000000000000001,0.01038360595703125,0.26000000000000001,0.02285003662109375,0.26000000000000001,0.00623321533203125,0.26000000000000001,0.0103912353515625
0.28000000000000003,0.0166168212890625,0.28000000000000003,0.00830841064453125,0.28000000000000003,0.0519256591796875,0.28000000000000003,0.00830841064453125,0.28000000000000003,0.00623321533203125
0.29999999999999999,0.01038360595703125,0.29999999999999999,0.004150390625,0.29999999999999999,0.09139251708984375,0.29999999999999999,0.00415802001953125,0.29999999999999999,0.00623321533203125
0.32000000000000001,0.00830841064453125,0.32000000000000001,0.004150390625,0.32000000000000001,0.08931732177734375,0.32000000000000001,0.01038360595703125,0.32000000000000001,0.00623321533203125
0.34000000000000002,0.004150390625,0.34000000000000002,-0.00415802001953125,0.34000000000000002,0.07685089111328125,0.34000000000000002,0.01038360595703125,0.34000000000000002,0.0103912353515625
0.35999999999999999,0.0062255859375,0.35999999999999999,0.004150390625,0.35999999999999999,0.0851593017578125,0.35999999999999999,0.01038360595703125,0.35999999999999999,0.0103912353515625
0.38,0.01038360595703125,0.38,0.004150390625,0.38,0.097625732421875,0.38,0.01038360595703125,0.38,0.0103912353515625
0.40000000000000002,0.01245880126953125,0.40000000000000002,0.01453399658203125,0.40000000000000002,0.095550537109375,0.40000000000000002,0.01038360595703125,0.40000000000000002,0.00623321533203125
0.41999999999999998,0.01038360595703125,0.41999999999999998,0.004150390625,0.41999999999999998,0.10385894775390625,0.41999999999999998,0.01038360595703125,0.41999999999999998,0.00623321533203125
0.44,0.01245880126953125,0.44,0.01038360595703125,0.44,0.1121673583984375,0.44,0.0145416259765625,0.44,0.00830841064453125
0.46000000000000002,0.00830841064453125,0.46000000000000002,0,0.46000000000000002,0.1163177490234375,0.46000000000000002,0.00623321533203125,0.46000000000000002,0.0103912353515625
0.47999999999999998,0.0062255859375,0.47999999999999998,0.004150390625,0.47999999999999998,0.10800933837890625,0.47999999999999998,0.00415802001953125,0.47999999999999998,0.0166168212890625
0.5,0.004150390625,0.5,0.0062255859375,0.5,0.10800933837890625,0.5,0.0124664306640625,0.5,0
0.52000000000000002,0.01245880126953125,0.52000000000000002,0.0062255859375,0.52000000000000002,0.101776123046875,0.52000000000000002,0.00830841064453125,0.52000000000000002,0.00208282470703125
0.54000000000000004,0.01245880126953125,0.54000000000000004,0.0020751953125,0.54000000000000004,0.09346771240234375,0.54000000000000004,0.00415802001953125,0.54000000000000004,0.00830841064453125
0.56000000000000005,0.01038360595703125,0.56000000000000005,0.0062255859375,0.56000000000000005,0.11008453369140625,0.56000000000000005,0.00830841064453125,0.56000000000000005,0
0.57999999999999996,0.01038360595703125,0.57999999999999996,0.0062255859375,0.57999999999999996,0.12670135498046875,0.57999999999999996,0.00830841064453125,0.57999999999999996,0
0.59999999999999998,0.004150390625,0.59999999999999998,0.0062255859375,0.59999999999999998,0.1495513916015625,0.59999999999999998,0.00623321533203125,0.59999999999999998,0.00415802001953125
0.62,0.0062255859375,0.62,0.01038360595703125,0.62,0.166168212890625,0.62,0.00830841064453125,0.62,0.00208282470703125
0.64000000000000001,0.0062255859375,0.64000000000000001,0.0062255859375,0.64000000000000001,0.17240142822265625,0.64000000000000001,0.03739166259765625,0.64000000000000001,0.00415802001953125
0.66000000000000003,0.01038360595703125,0.66000000000000003,0.0020751953125,0.66000000000000003,0.17032623291015625,0.66000000000000003,0.07270050048828125,0.66000000000000003,0.00623321533203125
0.68000000000000005,-0.00208282470703125,0.68000000000000005,0.004150390625,0.68000000000000005,0.164093017578125,0.68000000000000005,0.11008453369140625,0.68000000000000005,0.00208282470703125
0.69999999999999996,0.01245880126953125,0.69999999999999996,0.00830841064453125,0.69999999999999996,0.1329345703125,0.69999999999999996,0.13916778564453125,0.69999999999999996,0.00415802001953125
0.71999999999999997,0.0062255859375,0.71999999999999997,0.004150390625,0.71999999999999997,0.095550537109375,0.71999999999999997,0.14331817626953125,0.71999999999999997,0.00623321533203125
0.73999999999999999,0,0.73999999999999999,0.01245880126953125,0.73999999999999999,0.06439208984375,0.73999999999999999,0.13916778564453125,0.73999999999999999,0.00208282470703125
0.76000000000000001,0.01245880126953125,0.76000000000000001,0.0020751953125,0.76000000000000001,0.035308837890625,0.76000000000000001,0.14124298095703125,0.76000000000000001,0
0.78000000000000003,0.01245880126953125,0.78000000000000003,-0.00208282470703125,0.78000000000000003,0.0186920166015625,0.78000000000000003,0.12462615966796875,0.78000000000000003,0.00208282470703125
0.80000000000000004,0.0166168212890625,0.80000000000000004,0.0020751953125,0.80000000000000004,0.01038360595703125,0.80000000000000004,0.095550537109375,0.80000000000000004,0.00415802001953125
0.81999999999999995,0.0062255859375,0.81999999999999995,-0.00415802001953125,0.81999999999999995,0.0186920166015625,0.81999999999999995,0.05815887451171875,0.81999999999999995,0.00623321533203125
0.83999999999999997,0.0062255859375,0.83999999999999997,-0.0103912353515625,0.83999999999999997,0.05400848388671875,0.83999999999999997,0.03739166259765625,0.83999999999999997,0.00415802001953125
0.85999999999999999,0.01038360595703125,0.85999999999999999,-0.00208282470703125,0.85999999999999999,0.09346771240234375,0.85999999999999999,0.035308837890625,0.85999999999999999,0
0.88,0.0062255859375,0.88,-0.00830841064453125,0.88,0.12047576904296875,0.88,0.05400848388671875,0.88,0.00208282470703125
0.90000000000000002,0.00830841064453125,0.90000000000000002,0,0.90000000000000002,0.13709259033203125,0.90000000000000002,0.06231689453125,0.90000000000000002,-0.0020751953125
0.92000000000000004,0.01245880126953125,0.92000000000000004,-0.00208282470703125,0.92000000000000004,0.1516265869140625,0.92000000000000004,0.06439208984375,0.92000000000000004,0.00415802001953125
0.93999999999999995,0,0.93999999999999995,-0.00415802001953125,0.93999999999999995,0.1516265869140625,0.93999999999999995,0.0498504638671875,0.93999999999999995,0.00208282470703125
0.95999999999999996,0.00830841064453125,0.95999999999999996,0.004150390625,0.95999999999999996,0.15578460693359375,0.95999999999999996,0.06646728515625,0.95999999999999996,-0.004150390625
0.97999999999999998,0.01038360595703125,0.97999999999999998,0,0.97999999999999998,0.15993499755859375,0.97999999999999998,0.0851593017578125,0.97999999999999998,-0.00830841064453125
1,0.00830841064453125,1,-0.00415802001953125,1,0.17447662353515625,1,0.1121673583984375,1,-0.004150390625
1.02,0.01245880126953125,1.02,0,1.02,0.18901824951171875,1.02,0.135009765625,1.02,0.00208282470703125
1.04,0.00830841064453125,1.04,0.0020751953125,1.04,0.20147705078125,1.04,0.1516265869140625,1.04,-0.0020751953125
1.0600000000000001,0.01453399658203125,1.0600000000000001,0.0020751953125,1.0600000000000001,0.20355987548828125,1.0600000000000001,0.1516265869140625,1.0600000000000001,-0.0020751953125
1.0800000000000001,0.0020751953125,1.0800000000000001,0.0062255859375,1.0800000000000001,0.22225189208984375,1.0800000000000001,0.15993499755859375,1.0800000000000001,-0.00830841064453125
1.1000000000000001,0.0062255859375,1.1000000000000001,0.0062255859375,1.1000000000000001,0.230560302734375,1.1000000000000001,0.20147705078125,1.1000000000000001,-0.01038360595703125
1.1200000000000001,0.01038360595703125,1.1200000000000001,0.01038360595703125,1.1200000000000001,0.230560302734375,1.1200000000000001,0.2180938720703125,1.1200000000000001,-0.0207672119140625
1.1399999999999999,0.01038360595703125,1.1399999999999999,0,1.1399999999999999,0.234710693359375,1.1399999999999999,0.17655181884765625,1.1399999999999999,-0.0166168212890625
1.1599999999999999,0.01038360595703125,1.1599999999999999,-0.00208282470703125,1.1599999999999999,0.24301910400390625,1.1599999999999999,0.15993499755859375,1.1599999999999999,-0.01038360595703125
1.1799999999999999,0.0020751953125,1.1799999999999999,0.00830841064453125,1.1799999999999999,0.25548553466796875,1.1799999999999999,0.20563507080078125,1.1799999999999999,-0.0228424072265625
1.2,0.0062255859375,1.2,0.039459228515625,1.2,0.265869140625,1.2,0.28871917724609375,1.2,-0.0166168212890625
1.22,0.01453399658203125,1.22,0.06023406982421875,1.22,0.28664398193359375,1.22,0.35518646240234375,1.22,-0.0207672119140625
1.24,0.01453399658203125,1.24,0.09139251708984375,1.24,0.2637939453125,1.24,0.35311126708984375,1.24,-0.02492523193359375
1.26,0.01038360595703125,1.26,0.1183929443359375,1.26,0.2451019287109375,1.26,0.27002716064453125,1.26,-0.0166168212890625
1.28,0.00830841064453125,1.28,0.1516265869140625,1.28,0.2492523193359375,1.28,0.228485107421875,1.28,-0.0166168212890625
1.3,0.01245880126953125,1.3,0.19524383544921875,1.3,0.2637939453125,1.3,0.297027587890625,1.3,-0.0166168212890625
1.3200000000000001,0.01245880126953125,1.3200000000000001,0.25963592529296875,1.3200000000000001,0.27625274658203125,1.3200000000000001,0.37180328369140625,1.3200000000000001,-0.0228424072265625
1.3400000000000001,0.01038360595703125,1.3400000000000001,0.3157196044921875,1.3400000000000001,0.29079437255859375,1.3400000000000001,0.42580413818359375,1.3400000000000001,-0.0186920166015625
1.3600000000000001,0.01453399658203125,1.3600000000000001,0.34064483642578125,1.3600000000000001,0.30741119384765625,1.3600000000000001,0.45488739013671875,1.3600000000000001,-0.02492523193359375
1.3799999999999999,0.01245880126953125,1.3799999999999999,0.34479522705078125,1.3799999999999999,0.3177947998046875,1.3799999999999999,0.4507293701171875,1.3799999999999999,-0.0207672119140625
1.3999999999999999,0.01453399658203125,1.3999999999999999,0.371795654296875,1.3999999999999999,0.33649444580078125,1.3999999999999999,0.4507293701171875,1.3999999999999999,-0.0207672119140625
1.4199999999999999,0.01453399658203125,1.4199999999999999,0.42787933349609375,1.4199999999999999,0.3510284423828125,1.4199999999999999,0.4174957275390625,1.4199999999999999,-0.0166168212890625
1.4399999999999999,0.00830841064453125,1.4399999999999999,0.4839630126953125,1.4399999999999999,0.35726165771484375,1.4399999999999999,0.361419677734375,1.4399999999999999,-0.0207672119140625
1.46,0.01245880126953125,1.46,0.5171966552734375,1.46,0.363494873046875,1.46,0.30741119384765625,1.46,-0.01245880126953125
1.48,0.01453399658203125,1.48,0.5545806884765625,1.48,0.34064483642578125,1.48,0.27417755126953125,1.48,-0.01453399658203125
1.5,0.01038360595703125,1.5,0.59612274169921875,1.5,0.33441162109375,1.5,0.27417755126953125,1.5,-0.01453399658203125
1.52,0.01245880126953125,1.52,0.64182281494140625,1.52,0.3489532470703125,1.52,0.2824859619140625,1.52,-0.01453399658203125
1.54,0.01245880126953125,1.54,0.67298126220703125,1.54,0.3821868896484375,1.54,0.2845611572265625,1.54,-0.0166168212890625
1.5600000000000001,0.0186920166015625,1.5600000000000001,0.6854400634765625,1.5600000000000001,0.42165374755859375,1.5600000000000001,0.2804107666015625,1.5600000000000001,-0.01453399658203125
1.5800000000000001,0.0166168212890625,1.5800000000000001,0.67920684814453125,1.5800000000000001,0.45696258544921875,1.5800000000000001,0.2637939453125,1.5800000000000001,-0.01453399658203125
1.6000000000000001,0.01453399658203125,1.6000000000000001,0.66259002685546875,1.6000000000000001,0.4839630126953125,1.6000000000000001,0.2492523193359375,1.6000000000000001,-0.01453399658203125
1.6200000000000001,0.01245880126953125,1.6200000000000001,0.67713165283203125,1.6200000000000001,0.4839630126953125,1.6200000000000001,0.228485107421875,1.6200000000000001,-0.01038360595703125
1.6399999999999999,0.01038360595703125,1.6399999999999999,0.71036529541015625,1.6399999999999999,0.4507293701171875,1.6399999999999999,0.22017669677734375,1.6399999999999999,-0.01038360595703125
1.6599999999999999,0.01038360595703125,1.6599999999999999,0.7165985107421875,1.6599999999999999,0.3842620849609375,1.6599999999999999,0.22225189208984375,1.6599999999999999,-0.01245880126953125
1.6799999999999999,0.01245880126953125,1.6799999999999999,0.6501312255859375,1.6799999999999999,0.3780364990234375,1.6799999999999999,0.228485107421875,1.6799999999999999,-0.0166168212890625
1.7,0.0020751953125,1.7,0.5379638671875,1.7,0.40503692626953125,1.7,0.24094390869140625,1.7,-0.01245880126953125
1.72,0.0166168212890625,1.72,0.4216461181640625,1.72,0.46112060546875,1.72,0.26171875,1.72,-0.0186920166015625
1.74,0.0020751953125,1.74,0.4216461181640625,1.74,0.52135467529296875,1.74,0.2824859619140625,1.74,-0.0166168212890625
1.76,-0.0103912353515625,1.76,0.504730224609375,1.76,0.56912994384765625,1.76,0.28664398193359375,1.76,-0.0166168212890625
1.78,-0.00623321533203125,1.78,0.5379638671875,1.78,0.5836639404296875,1.78,0.27210235595703125,1.78,-0.0166168212890625
1.8,-0.01869964599609375,1.8,0.500579833984375,1.8,0.5483551025390625,1.8,0.2845611572265625,1.8,-0.01245880126953125
1.8200000000000001,-0.02285003662109375,1.8200000000000001,0.4528045654296875,1.8200000000000001,0.4818878173828125,1.8200000000000001,0.301177978515625,1.8200000000000001,-0.0207672119140625
1.8400000000000001,-0.01869964599609375,1.8400000000000001,0.45903778076171875,1.8400000000000001,0.45696258544921875,1.8400000000000001,0.32402801513671875,1.8400000000000001,-0.0186920166015625
1.8600000000000001,-0.033233642578125,1.8600000000000001,0.51096343994140625,1.8600000000000001,0.46942901611328125,1.8600000000000001,0.32402801513671875,1.8600000000000001,-0.0166168212890625
1.8799999999999999,-0.03739166259765625,1.8799999999999999,0.60028076171875,1.8799999999999999,0.4839630126953125,1.8799999999999999,0.33856964111328125,1.8799999999999999,0.00415802001953125
1.8999999999999999,-0.0436248779296875,1.8999999999999999,0.7539825439453125,1.8999999999999999,0.49227142333984375,1.8999999999999999,0.34272003173828125,1.8999999999999999,0.07477569580078125
1.9199999999999999,-0.05608367919921875,1.9199999999999999,0.87653350830078125,1.9199999999999999,0.5442047119140625,1.9199999999999999,0.37180328369140625,1.9199999999999999,0.08516693115234375
1.9399999999999999,-0.06024169921875,1.9399999999999999,0.96169281005859375,1.9399999999999999,0.627288818359375,1.9399999999999999,0.40296173095703125,1.9399999999999999,0.095550537109375
1.96,-0.05608367919921875,1.96,1.0115432739257812,1.96,0.693756103515625,1.96,0.4174957275390625,1.96,0.093475341796875
1.98,-0.05608367919921875,1.98,1.0738601684570312,1.98,0.72906494140625,1.98,0.41957855224609375,1.98,0.093475341796875
2,-0.05193328857421875,2,1.13201904296875,2,0.78514862060546875,2,0.427886962890625,2,0.10385894775390625
2.02,-0.05193328857421875,2.02,1.163177490234375,2.02,0.85161590576171875,2.02,0.432037353515625,2.02,0.1121673583984375
2.04,-0.05400848388671875,2.04,1.1922531127929688,2.04,0.90354156494140625,2.04,0.43827056884765625,2.04,0.10800933837890625
2.0600000000000001,-0.06024169921875,2.0600000000000001,1.26702880859375,2.0600000000000001,0.93677520751953125,2.0600000000000001,0.4465789794921875,2.0600000000000001,0.1121673583984375
2.0800000000000001,-0.06231689453125,2.0800000000000001,1.362579345703125,2.0800000000000001,0.959625244140625,2.0800000000000001,0.41957855224609375,2.0800000000000001,0.1121673583984375
2.1000000000000001,-0.05608367919921875,2.1000000000000001,1.4622802734375,2.1000000000000001,0.97000885009765625,2.1000000000000001,0.40503692626953125,2.1000000000000001,0.11840057373046875
2.1200000000000001,-0.05608367919921875,2.1200000000000001,1.52874755859375,2.1200000000000001,0.9824676513671875,2.1200000000000001,0.38842010498046875,2.1200000000000001,0.10385894775390625
2.1400000000000001,-0.06439208984375,2.1400000000000001,1.5432815551757812,2.1400000000000001,1.0219345092773438,2.1400000000000001,0.367645263671875,2.1400000000000001,0.093475341796875
2.1600000000000001,-0.06439208984375,2.1600000000000001,1.5245895385742188,2.1600000000000001,1.0614013671875,2.1600000000000001,0.3448028564453125,2.1600000000000001,0.08931732177734375
2.1800000000000002,-0.06024169921875,2.1800000000000002,1.5142059326171875,2.1800000000000002,1.0863265991210938,2.1800000000000002,0.32610321044921875,2.1800000000000002,0.095550537109375
2.2000000000000002,-0.06231689453125,2.2000000000000002,1.5744400024414062,2.2000000000000002,1.12786865234375,2.2000000000000002,0.3177947998046875,2.2000000000000002,0.11840057373046875
2.2200000000000002,-0.06231689453125,2.2200000000000002,1.6886825561523438,2.2200000000000002,1.1901779174804688,2.2200000000000002,0.3157196044921875,2.2200000000000002,0.13916778564453125
2.2400000000000002,-0.06231689453125,2.2400000000000002,1.79461669921875,2.2400000000000002,1.2566452026367188,2.2400000000000002,0.3136444091796875,2.2400000000000002,0.15578460693359375
2.2599999999999998,-0.05608367919921875,2.2599999999999998,1.8839263916015625,2.2599999999999998,1.3106536865234375,2.2599999999999998,0.33441162109375,2.2599999999999998,0.159942626953125
2.2799999999999998,-0.06439208984375,2.2799999999999998,1.9794769287109375,2.2799999999999998,1.3563461303710938,2.2799999999999998,0.365570068359375,2.2799999999999998,0.1786346435546875
2.2999999999999998,-0.06439208984375,2.2999999999999998,2.06463623046875,2.2999999999999998,1.4020462036132812,2.2999999999999998,0.3988037109375,2.2999999999999998,0.1807098388671875
2.3199999999999998,-0.05193328857421875,2.3199999999999998,2.1394119262695312,2.3199999999999998,1.431121826171875,2.3199999999999998,0.42372894287109375,2.3199999999999998,0.18901824951171875
2.3399999999999999,-0.06439208984375,2.3399999999999999,1.3397293090820312,2.3399999999999999,1.4685134887695312,2.3399999999999999,0.44242095947265625,2.3399999999999999,0.17032623291015625
2.3599999999999999,-0.06024169921875,2.3599999999999999,0.54212188720703125,2.3599999999999999,1.4851303100585938,2.3599999999999999,0.46112060546875,2.3599999999999999,0.11840057373046875
2.3799999999999999,-0.06439208984375,2.3799999999999999,0.20147705078125,2.3799999999999999,1.4685134887695312,2.3799999999999999,0.47565460205078125,2.3799999999999999,0.0810089111328125
2.3999999999999999,-0.06646728515625,2.3999999999999999,0.06646728515625,2.3999999999999999,1.4373550415039062,2.3999999999999999,0.47150421142578125,2.3999999999999999,0.08724212646484375
2.4199999999999999,-0.05400848388671875,2.4199999999999999,0.0166168212890625,2.4199999999999999,1.4082794189453125,2.4199999999999999,0.47357940673828125,2.4199999999999999,0.10593414306640625
2.4399999999999999,-0.05400848388671875,2.4399999999999999,0.01245880126953125,2.4399999999999999,1.4145050048828125,2.4399999999999999,0.46942901611328125,2.4399999999999999,0.10178375244140625
2.46,-0.05400848388671875,2.46,0,2.46,1.460205078125,2.46,0.46527099609375,2.46,0.0830841064453125
2.48,-0.0477752685546875,2.48,-0.00415802001953125,2.48,1.5100555419921875,2.48,0.46734619140625,2.48,0.0768585205078125
2.5,-0.0477752685546875,2.5,-0.00623321533203125,2.5,1.5225143432617188,2.5,0.47565460205078125,2.5,0.10178375244140625
2.52,-0.0457000732421875,2.52,-0.00623321533203125,2.52,1.5038223266601562,2.52,0.4839630126953125,2.52,0.14124298095703125
